t_ms,aX,aY,aZ,gX_yaw,gY,gZ_roll,sog_kn,cog_deg,roll_raw,amag
# BOOT millis=1200
8339,8.310,1.270,0.180,-2.44,-3.88,-1.00,27.14,282.4,-8.7,8.41
8379,6.780,0.090,2.150,-0.25,-0.19,1.31,27.14,282.4,-0.8,7.11
8419,11.310,0.840,-0.070,1.00,-4.19,-1.25,27.14,282.4,-4.2,11.34
8459,15.750,2.200,-2.530,0.50,-4.31,-3.44,27.14,282.4,-8.0,16.10
8499,7.150,-1.270,-1.610,-0.38,-0.94,3.06,27.14,282.4,10.1,7.44
8539,15.850,1.850,3.210,-3.94,3.25,4.31,27.14,282.4,-6.7,16.28
8579,17.200,-0.150,-3.840,2.19,-4.94,1.38,27.14,282.4,0.5,17.62
8619,8.990,0.250,-5.740,10.44,-15.38,1.81,27.14,282.4,-1.6,10.67
8659,9.580,1.190,-7.200,0.88,1.06,-1.12,27.14,282.4,-7.1,12.04
8699,11.100,-0.140,-2.430,-1.12,6.06,-1.81,27.14,282.4,0.7,11.36
8739,8.720,0.360,-1.140,0.06,3.50,-1.25,27.14,282.4,-2.4,8.80
8779,13.640,0.000,0.320,-2.19,0.31,0.38,27.14,282.4,-0.0,13.64
8819,7.640,1.410,2.770,0.69,2.81,-1.56,27.14,282.4,-10.5,8.25
8859,5.500,2.250,-1.580,0.56,-3.69,-2.62,27.14,282.4,-22.2,6.15
8899,11.650,1.870,-2.490,-0.75,-2.69,-3.62,27.14,282.4,-9.1,12.06
8939,11.250,1.650,-1.140,1.31,-3.19,-3.81,27.20,282.2,-8.3,11.43
8979,2.960,-1.090,0.620,-0.88,0.25,3.38,27.20,282.2,20.2,3.21
9019,9.710,-0.910,1.930,-1.19,-2.38,4.38,27.20,282.2,5.4,9.94
9059,7.720,-1.100,-6.090,-0.44,-5.00,0.94,27.20,282.2,8.1,9.89
9099,15.840,1.140,0.830,-1.12,0.75,0.81,27.20,282.2,-4.1,15.90
9139,8.960,3.940,1.780,0.62,3.38,-3.00,27.20,282.2,-23.7,9.95
9179,12.430,3.170,1.810,-0.25,5.19,-5.50,27.20,282.2,-14.3,12.95
9219,9.190,0.910,2.960,-3.31,5.56,-0.44,27.20,282.2,-5.7,9.70
9259,8.570,0.170,-0.360,0.75,-0.69,-0.81,27.20,282.2,-1.1,8.58
9299,10.910,0.070,1.280,0.19,1.44,-0.62,27.20,282.2,-0.4,10.99
9339,10.160,-0.280,0.130,-0.50,-0.88,0.81,27.20,282.2,1.6,10.16
9379,7.240,-0.090,1.620,0.00,0.44,-1.44,27.20,282.2,0.7,7.42
9419,13.050,-0.990,2.700,-0.88,-0.50,-1.50,27.20,282.2,4.3,13.36
9459,7.510,-0.770,0.050,1.12,-0.75,1.12,27.20,282.2,5.9,7.55
9499,4.040,-0.560,3.020,-1.69,2.19,1.31,27.20,282.2,7.9,5.07
9539,14.720,-0.040,-0.090,1.25,-3.56,-0.81,27.20,282.2,0.2,14.72
9579,8.950,1.130,-0.470,-0.44,-0.38,-1.12,27.20,282.2,-7.2,9.03
9619,11.700,3.970,0.970,-1.44,4.69,-1.12,27.20,282.2,-18.7,12.39
9659,7.830,1.500,1.560,0.12,1.00,0.06,27.20,282.2,-10.8,8.12
9699,7.530,-0.500,-2.050,-0.75,-3.69,1.62,27.20,282.2,3.8,7.82
9739,6.540,-0.170,-0.440,1.50,-0.69,0.31,27.20,282.2,1.5,6.56
9779,11.590,-0.570,-0.780,-1.69,-0.12,0.31,27.20,282.2,2.8,11.63
9819,12.190,-0.260,-1.050,1.94,-3.94,1.69,27.20,282.2,1.2,12.24
9859,12.300,0.210,1.100,0.50,-0.75,-0.94,27.20,282.2,-1.0,12.35
9899,14.150,-0.440,-0.800,3.25,-2.31,-0.75,27.20,282.2,1.8,14.18
9939,7.920,0.630,-1.780,1.56,-0.62,-0.12,27.23,281.8,-4.5,8.14
9979,11.760,0.510,2.140,-0.44,2.31,-0.44,27.23,281.8,-2.5,11.96
10019,12.910,0.320,0.780,-0.88,4.31,-0.12,27.23,281.8,-1.4,12.94
10059,17.450,0.960,0.890,-1.19,3.44,2.06,27.23,281.8,-3.1,17.50
10099,17.800,-1.250,4.960,1.19,3.81,5.19,27.23,281.8,4.0,18.52
10139,9.840,0.430,0.510,-1.25,4.56,1.69,27.23,281.8,-2.5,9.86
10179,8.830,1.760,0.060,-1.31,5.75,2.12,27.23,281.8,-11.3,9.00
10219,7.770,1.570,2.500,-3.62,3.56,-3.00,27.23,281.8,-11.4,8.31
10259,5.690,0.040,0.660,-1.06,3.12,-1.31,27.23,281.8,-0.4,5.73
10299,6.740,1.310,-0.930,0.06,0.50,-3.06,27.23,281.8,-11.0,6.93
10339,12.160,-0.520,5.260,-5.81,6.56,1.00,27.23,281.8,2.4,13.26
10379,9.840,0.270,3.420,0.06,-1.69,1.94,27.23,281.8,-1.6,10.42
10419,6.280,-0.190,-0.730,-0.50,-1.69,-0.44,27.23,281.8,1.7,6.33
10459,7.470,-1.020,-0.330,-0.88,-8.00,1.75,27.23,281.8,7.8,7.55
10499,10.370,-1.110,-5.380,5.44,-8.88,2.06,27.23,281.8,6.1,11.74
10539,11.210,-0.790,-3.160,2.88,-6.44,-0.06,27.23,281.8,4.0,11.67
10579,11.470,0.770,-1.080,1.19,-0.25,-2.62,27.23,281.8,-3.8,11.55
10619,11.050,0.280,2.530,-0.81,3.19,-0.31,27.23,281.8,-1.5,11.34
10659,10.060,0.000,1.390,-2.31,-0.50,3.44,27.23,281.8,-0.0,10.16
10699,9.420,0.030,1.100,-0.94,-0.38,0.81,27.23,281.8,-0.2,9.48
10739,6.630,-0.750,0.190,2.44,-1.06,0.94,27.23,281.8,6.5,6.67
10779,11.080,1.200,2.490,-3.88,3.38,-0.69,27.23,281.8,-6.2,11.42
10819,17.180,0.460,-1.110,-2.06,-0.88,0.25,27.23,281.8,-1.5,17.22
10859,16.600,-0.140,-3.880,4.44,-6.75,-1.50,27.23,281.8,0.5,17.05
10899,13.030,4.450,1.060,7.06,-5.12,6.88,27.23,281.8,-18.9,13.81
10939,9.830,2.650,4.620,4.62,1.00,-0.44,27.23,281.8,-15.1,11.18
10979,9.060,-1.280,-3.600,-1.69,0.31,5.56,27.36,282.0,8.0,9.83
11019,7.760,0.130,2.160,-2.81,1.62,-1.19,27.36,282.0,-1.0,8.06
11059,5.310,0.330,0.820,2.06,-0.94,-3.56,27.36,282.0,-3.6,5.38
11099,12.040,1.410,-0.080,-0.88,1.50,0.44,27.36,282.0,-6.7,12.12
11139,10.340,1.760,1.260,-0.19,-0.81,1.38,27.36,282.0,-9.7,10.56
11179,3.450,0.210,0.950,3.69,-2.56,-2.06,27.36,282.0,-3.5,3.58
11219,12.500,1.040,2.260,0.44,-2.19,0.44,27.36,282.0,-4.8,12.75
11259,9.600,0.150,-1.730,1.25,-3.44,2.00,27.36,282.0,-0.9,9.76
11299,3.230,0.740,-1.700,1.88,-1.56,-1.00,27.36,282.0,-12.9,3.72
11339,8.600,0.610,2.000,-0.44,3.25,-1.19,27.36,282.0,-4.1,8.85
11379,3.160,-1.010,1.880,0.31,4.38,4.25,27.36,282.0,17.7,3.81
11419,5.990,1.030,3.120,-4.94,5.75,0.19,27.36,282.0,-9.8,6.83
11459,2.390,-0.030,-1.850,-0.88,-2.19,0.12,27.36,282.0,0.7,3.02
11499,12.920,-0.390,-1.570,-1.81,-2.81,2.50,27.36,282.0,1.7,13.02
11539,9.180,3.470,-0.240,2.12,-2.88,-1.25,27.36,282.0,-20.7,9.82
11579,12.360,1.930,5.290,6.12,-2.00,0.31,27.36,282.0,-8.9,13.58
11619,10.320,1.360,-2.190,-1.38,1.69,-1.00,27.36,282.0,-7.5,10.64
11659,7.020,-0.760,1.140,0.56,-1.25,0.81,27.36,282.0,6.2,7.15
11699,9.910,1.980,2.190,-1.38,2.56,-2.31,27.36,282.0,-11.3,10.34
11739,11.160,0.410,1.700,-0.31,1.50,1.50,27.36,282.0,-2.1,11.30
11779,3.110,-1.570,0.120,-0.06,2.94,3.19,27.36,282.0,26.8,3.49
11819,12.920,0.060,-0.890,-3.56,2.75,4.19,27.36,282.0,-0.3,12.95
11859,8.790,0.690,-3.010,-0.19,-2.50,1.31,27.36,282.0,-4.5,9.32
11899,10.070,-0.400,-0.140,0.19,1.19,4.19,27.36,282.0,2.3,10.08
11939,12.680,1.690,1.720,-2.06,2.06,1.25,27.16,281.4,-7.6,12.91
11979,8.110,0.940,2.990,-3.25,-0.19,1.38,27.16,281.4,-6.6,8.69
12019,9.480,0.500,-2.590,0.19,2.25,0.75,27.16,281.4,-3.0,9.84
12059,13.540,0.450,0.080,-1.19,1.94,2.75,27.16,281.4,-1.9,13.55
12099,9.720,2.140,1.980,-0.06,2.06,2.69,27.16,281.4,-12.4,10.15
12139,11.270,0.470,2.990,-1.31,0.88,2.06,27.16,281.4,-2.4,11.67
12179,13.650,-0.110,0.780,-0.38,-1.31,2.75,27.16,281.4,0.5,13.67
12219,0.990,0.310,-1.690,0.06,-0.69,1.00,27.16,281.4,-17.4,1.98
12259,4.750,0.950,-1.310,-3.88,-2.31,-3.38,27.16,281.4,-11.3,5.02
12299,11.290,1.470,-1.460,1.25,-3.69,-1.75,27.16,281.4,-7.4,11.48
12339,4.360,-0.340,0.640,0.25,3.00,0.56,27.16,281.4,4.5,4.42
12379,10.160,-0.240,-1.640,-6.25,2.56,2.00,27.16,281.4,1.4,10.29
12419,11.150,1.770,1.820,-0.38,2.38,-1.38,27.16,281.4,-9.0,11.44
12459,11.830,1.150,0.060,-0.81,-0.50,0.56,27.16,281.4,-5.6,11.89
12499,9.910,1.350,1.800,2.94,-4.81,-0.62,27.16,281.4,-7.8,10.16
12539,9.180,-0.220,-1.780,-2.38,0.12,1.38,27.16,281.4,1.4,9.35
12579,13.390,0.580,3.830,0.75,-0.25,1.69,27.16,281.4,-2.5,13.94
12619,13.190,-0.700,2.140,-4.19,3.31,3.00,27.16,281.4,3.0,13.38
12659,9.050,-0.070,-0.660,-0.38,-0.69,2.69,27.16,281.4,0.4,9.07
12699,8.880,-0.200,2.150,-1.94,1.88,2.38,27.16,281.4,1.3,9.14
12739,9.030,-0.750,-0.180,0.62,-2.00,2.88,27.16,281.4,4.7,9.06
12779,18.290,-1.580,2.150,-1.94,4.62,3.56,27.16,281.4,4.9,18.48
12819,12.740,0.270,2.310,1.88,-6.69,-0.81,27.16,281.4,-1.2,12.95
12859,9.150,1.080,-5.360,1.88,1.56,-5.44,27.16,281.4,-6.7,10.66
12899,13.120,0.370,1.610,-2.69,-1.62,-3.31,27.16,281.4,-1.6,13.22
12939,11.360,3.040,-1.360,0.56,-3.62,-1.81,27.16,281.4,-15.0,11.84
12979,11.540,1.200,1.970,-2.44,1.38,-0.50,27.28,281.9,-5.9,11.77
13019,12.130,-0.070,-2.010,-0.06,1.31,-0.12,27.28,281.9,0.3,12.30
13059,17.480,-1.750,-0.340,1.75,-4.25,1.75,27.28,281.9,5.7,17.57
13099,16.640,0.180,-4.440,3.31,-4.38,-1.00,27.28,281.9,-0.6,17.22
13139,12.750,1.040,-1.020,-2.06,1.50,-3.44,27.28,281.9,-4.7,12.83
13179,11.550,0.890,-2.240,-1.06,2.56,-0.44,27.28,281.9,-4.4,11.80
13219,7.750,2.610,-1.440,-2.38,7.50,-1.94,27.28,281.9,-18.6,8.30
13259,10.690,1.270,1.250,-5.12,4.56,-4.94,27.28,281.9,-6.8,10.84
13299,6.540,1.890,-1.030,-1.38,-3.31,-1.19,27.28,281.9,-16.1,6.89
13339,3.920,1.990,2.300,2.06,0.12,-4.25,27.28,281.9,-26.9,4.96
13379,6.910,-0.130,-3.230,-2.81,1.31,-0.38,27.28,281.9,1.1,7.63
13419,-0.710,-1.370,1.750,0.62,-4.31,-1.44,27.28,281.9,117.4,2.33
13459,4.060,0.810,4.040,4.94,1.38,-4.50,27.28,281.9,-11.3,5.78
13499,11.920,0.910,2.490,-4.44,5.69,0.31,27.28,281.9,-4.4,12.21
13539,8.060,2.580,-1.780,-2.19,-3.31,-4.62,27.28,281.9,-17.7,8.65
13579,6.610,-0.060,-3.390,-3.50,-4.31,-0.44,27.28,281.9,0.5,7.43
13619,15.280,2.820,2.140,-1.56,-1.44,0.19,27.28,281.9,-10.5,15.68
13659,13.600,2.320,-1.040,2.81,-4.62,-5.25,27.28,281.9,-9.7,13.84
13699,1.280,-0.390,-0.260,-3.12,1.81,4.06,27.28,281.9,16.9,1.36
13739,10.300,1.270,1.180,-3.12,-3.88,1.12,27.28,281.9,-7.0,10.44
13779,12.510,0.570,-2.470,-0.25,-5.00,-1.50,27.28,281.9,-2.6,12.76
13819,4.740,2.700,-10.380,2.44,-4.94,-3.88,27.28,281.9,-29.7,11.73
13859,8.040,2.100,-2.260,-4.50,7.94,-0.19,27.28,281.9,-14.6,8.61
13899,6.320,2.640,6.380,-8.00,7.81,4.06,27.28,281.9,-22.7,9.36
13939,11.900,0.790,2.700,-1.06,0.81,-0.31,27.21,282.0,-3.8,12.23
13979,7.770,-1.180,-1.410,-0.06,-3.00,2.56,27.21,282.0,8.6,7.98
14019,10.150,-1.380,-0.420,-1.25,0.38,4.19,27.21,282.0,7.7,10.25
14059,5.820,0.190,-0.380,-1.25,-0.31,4.06,27.21,282.0,-1.9,5.84
14099,10.890,-0.640,-3.800,-0.19,-0.56,3.12,27.21,282.0,3.4,11.55
14139,12.240,-0.430,0.840,-2.19,5.25,2.62,27.21,282.0,2.0,12.28
14179,7.690,-0.320,0.490,-3.00,0.88,4.25,27.21,282.0,2.4,7.71
14219,10.820,1.090,-1.780,-1.25,-0.38,1.31,27.21,282.0,-5.8,11.02
14259,10.410,0.840,0.020,-0.62,-0.38,2.25,27.21,282.0,-4.6,10.44
14299,5.430,-1.330,-4.260,-4.38,-0.69,4.50,27.21,282.0,13.8,7.03
14339,15.620,2.870,2.470,-0.88,0.06,1.88,27.21,282.0,-10.4,16.07
14379,5.030,-0.190,-1.860,-4.19,4.12,2.81,27.21,282.0,2.2,5.37
14419,8.860,-1.350,-6.330,-0.44,-2.81,1.94,27.21,282.0,8.7,10.97
14459,6.600,1.270,3.950,-7.94,8.25,-1.88,27.21,282.0,-10.9,7.80
14499,6.150,2.430,4.980,-5.12,6.88,-3.50,27.21,282.0,-21.6,8.28
14539,10.540,-2.900,1.590,-5.50,2.31,6.56,27.21,282.0,15.4,11.05
14579,8.390,-0.820,2.150,-4.00,-2.69,7.75,27.21,282.0,5.6,8.70
14619,8.800,-0.580,-1.030,-0.94,-1.88,2.12,27.21,282.0,3.8,8.88
14659,17.470,-2.690,3.290,-4.62,-2.12,4.12,27.21,282.0,8.8,17.98
14699,14.420,0.030,-2.000,2.69,-7.81,0.81,27.21,282.0,-0.1,14.56
14739,8.600,0.620,-0.820,-2.44,-1.69,-2.25,27.21,282.0,-4.1,8.66
14779,9.810,-0.580,-4.560,0.56,-3.00,0.38,27.21,282.0,3.4,10.83
14819,8.380,-1.110,1.130,-3.56,0.25,4.81,27.21,282.0,7.5,8.53
14859,9.740,-0.040,-0.280,-1.56,-2.00,2.31,27.21,282.0,0.2,9.74
14899,8.820,0.680,1.320,-5.12,1.00,-0.06,27.21,282.0,-4.4,8.94
14939,14.020,0.380,-0.530,-0.81,-4.00,0.94,27.21,282.0,-1.6,14.04
14979,14.280,1.140,-0.700,-3.31,0.50,-0.12,27.28,283.6,-4.6,14.34
15019,10.300,-0.570,-7.720,-0.88,-6.75,1.69,27.28,283.6,3.2,12.88
15059,3.150,-0.300,-6.830,-3.25,-0.62,0.25,27.28,283.6,5.4,7.53
15099,8.120,0.050,-1.640,-3.38,1.69,1.94,27.28,283.6,-0.4,8.28
15139,10.790,-1.150,-0.950,-3.31,0.56,2.31,27.28,283.6,6.1,10.89
15179,14.500,0.110,3.980,-5.69,1.88,2.50,27.28,283.6,-0.4,15.04
15219,10.080,0.030,-1.700,-4.31,-3.00,3.81,27.28,283.6,-0.2,10.22
15259,8.240,-0.990,-1.020,-3.19,-2.44,4.88,27.28,283.6,6.9,8.36
15299,8.080,-0.510,1.200,-5.00,1.88,3.19,27.28,283.6,3.6,8.18
15339,7.660,-0.570,-2.510,-5.31,-0.75,4.38,27.28,283.6,4.3,8.08
15379,3.340,0.570,4.310,-3.56,1.94,1.94,27.28,283.6,-9.7,5.48
15419,8.730,0.130,-1.140,-4.12,2.62,2.38,27.28,283.6,-0.9,8.81
15459,8.090,0.220,0.570,-5.94,1.50,2.56,27.28,283.6,-1.6,8.11
15499,8.190,0.080,1.470,-4.00,-2.19,3.44,27.28,283.6,-0.6,8.32
15539,8.470,-0.510,0.230,-4.94,-1.06,5.44,27.28,283.6,3.4,8.49
15579,11.520,-1.250,0.360,-7.19,-1.06,6.00,27.28,283.6,6.2,11.59
15619,9.070,-0.210,2.350,-1.56,-2.75,6.75,27.28,283.6,1.3,9.37
15659,12.470,-0.240,0.890,-5.81,-0.94,5.12,27.28,283.6,1.1,12.50
15699,8.020,0.150,-3.580,-3.31,-4.50,4.50,27.28,283.6,-1.1,8.78
15739,7.200,-0.910,0.950,-6.00,3.00,5.62,27.28,283.6,7.2,7.32
15779,15.130,0.150,1.570,-7.12,-0.94,4.12,27.28,283.6,-0.6,15.21
15819,9.920,0.510,1.840,-3.81,1.06,5.31,27.28,283.6,-2.9,10.10
15859,7.010,-0.460,3.210,-8.06,0.94,4.25,27.28,283.6,3.8,7.72
15899,5.990,-2.500,-6.460,-2.56,-5.00,8.69,27.28,283.6,22.7,9.16
15939,6.710,0.620,-2.110,-4.69,1.19,3.12,27.06,286.5,-5.3,7.06
15979,10.600,-0.150,-1.320,-2.94,-0.31,4.38,27.06,286.5,0.8,10.68
16019,4.780,0.570,-0.710,-5.56,3.06,5.75,27.06,286.5,-6.8,4.87
16059,10.840,-0.970,1.850,-6.56,-0.12,3.38,27.06,286.5,5.1,11.04
16099,10.630,-1.020,-4.590,-4.69,4.56,1.25,27.06,286.5,5.5,11.62
16139,11.910,-0.880,0.640,-6.19,2.12,3.94,27.06,286.5,4.2,11.96
16179,9.280,0.760,1.130,-4.62,-0.50,2.81,27.06,286.5,-4.7,9.38
16219,10.180,0.090,3.110,-5.44,2.31,3.88,27.06,286.5,-0.5,10.64
16259,7.020,-0.520,-0.580,-4.94,0.50,4.00,27.06,286.5,4.2,7.06
16299,8.350,-0.540,3.070,-4.69,-1.75,3.62,27.06,286.5,3.7,8.91
16339,14.560,-1.890,0.840,-6.06,-2.75,4.81,27.06,286.5,7.4,14.71
16379,7.570,-0.200,-1.320,-4.50,-1.19,3.56,27.06,286.5,1.5,7.69
16419,15.130,2.150,0.470,-4.56,0.88,-0.38,27.06,286.5,-8.1,15.29
16459,9.340,0.160,4.410,-5.56,6.75,-0.38,27.06,286.5,-1.0,10.33
16499,9.200,-1.560,-0.910,-6.88,1.62,3.06,27.06,286.5,9.6,9.38
16539,6.410,-1.400,-1.120,-6.00,0.12,2.75,27.06,286.5,12.3,6.66
16579,9.720,-0.700,4.170,-7.44,5.00,2.75,27.06,286.5,4.1,10.60
16619,13.060,-1.520,-5.940,-3.06,-5.25,3.12,27.06,286.5,6.6,14.43
16659,10.570,0.660,-2.100,-6.19,4.31,-0.75,27.06,286.5,-3.6,10.80
16699,7.350,-1.560,0.970,-7.62,4.25,-0.06,27.06,286.5,12.0,7.58
16739,7.270,-0.460,-0.450,-5.38,3.00,0.12,27.06,286.5,3.6,7.30
16779,5.130,-0.960,-0.540,-6.56,-0.94,0.81,27.06,286.5,10.6,5.25
16819,14.610,0.410,-4.080,-3.44,-5.06,1.12,27.06,286.5,-1.6,15.17
16859,10.060,0.400,0.870,-7.94,2.62,-1.12,27.06,286.5,-2.3,10.11
16899,10.760,0.420,1.120,-6.44,-1.50,-2.56,27.06,286.5,-2.2,10.83
16939,12.510,0.230,0.030,-6.25,3.06,-3.19,27.00,290.6,-1.1,12.51
16979,7.720,-1.220,1.250,-8.81,2.06,1.00,27.00,290.6,9.0,7.92
17019,10.390,0.250,1.250,-5.19,1.06,0.94,27.00,290.6,-1.4,10.47
17059,12.850,-1.140,0.680,-8.38,0.38,3.12,27.00,290.6,5.1,12.92
17099,7.660,1.280,-1.210,-3.31,-2.69,-0.19,27.00,290.6,-9.5,7.86
17139,7.740,-0.990,1.160,-6.12,3.00,1.56,27.00,290.6,7.3,7.89
17179,9.710,-0.260,-1.420,-6.62,1.25,2.25,27.00,290.6,1.5,9.82
17219,9.100,-0.490,1.540,-4.56,-2.62,1.50,27.00,290.6,3.1,9.24
17259,9.740,1.590,0.530,-4.56,-1.94,-2.00,27.00,290.6,-9.3,9.88
17299,10.130,0.660,0.500,-6.88,2.50,1.12,27.00,290.6,-3.7,10.16
17339,7.270,-2.220,-2.970,-9.31,2.38,4.50,27.00,290.6,17.0,8.16
17379,10.920,0.470,-0.600,-3.56,-0.62,0.06,27.00,290.6,-2.5,10.95
17419,10.880,-0.160,2.110,-8.44,6.19,0.81,27.00,290.6,0.8,11.08
17459,4.140,-0.630,-1.860,-5.56,1.50,3.00,27.00,290.6,8.7,4.58
17499,12.700,0.700,4.590,-10.12,4.38,1.31,27.00,290.6,-3.2,13.52
17539,7.840,0.100,0.140,-7.38,-1.19,2.12,27.00,290.6,-0.7,7.84
17579,10.570,-0.220,-2.660,-4.69,-2.38,1.44,27.00,290.6,1.2,10.90
17619,16.410,0.210,2.130,-9.06,1.25,-0.31,27.00,290.6,-0.7,16.55
17659,11.860,1.110,1.440,-4.88,3.50,-0.81,27.00,290.6,-5.3,12.00
17699,8.210,-1.270,-0.650,-7.88,2.38,0.06,27.00,290.6,8.8,8.33
17739,5.590,0.170,-0.480,-6.94,0.19,0.25,27.00,290.6,-1.7,5.61
17779,11.420,0.180,1.210,-10.44,1.25,1.75,27.00,290.6,-0.9,11.49
17819,13.460,-1.020,-3.030,-6.00,-1.12,2.62,27.00,290.6,4.3,13.83
17859,12.710,-0.060,2.680,-6.62,2.00,0.75,27.00,290.6,0.3,12.99
17899,15.710,-0.900,0.090,-8.00,-0.25,0.69,27.00,290.6,3.3,15.74
17939,4.050,0.140,-0.800,-5.81,2.31,0.94,26.77,296.6,-2.0,4.13
17979,5.240,0.590,-6.650,-11.12,0.62,-0.81,26.77,296.6,-6.4,8.49
18019,13.220,2.170,3.270,-7.12,3.75,0.25,26.77,296.6,-9.3,13.79
18059,17.610,-1.320,0.090,-7.69,1.19,1.56,26.77,296.6,4.3,17.66
18099,9.320,-0.790,-2.980,-7.69,4.50,1.44,26.77,296.6,4.8,9.82
18139,7.100,-1.740,1.170,-6.31,-2.19,3.81,26.77,296.6,13.8,7.40
18179,11.550,1.190,-0.910,-7.00,3.06,-0.62,26.77,296.6,-5.9,11.65
18219,5.820,0.820,1.740,-9.56,2.06,-3.81,26.77,296.6,-8.0,6.13
18259,9.130,0.510,0.490,-8.19,2.25,-2.88,26.77,296.6,-3.2,9.16
18299,10.110,-0.420,0.820,-10.06,1.88,0.94,26.77,296.6,2.4,10.15
18339,8.420,-0.350,0.650,-7.94,0.75,-0.31,26.77,296.6,2.4,8.45
18379,13.570,-0.990,1.870,-6.75,0.88,0.19,26.77,296.6,4.2,13.73
18419,1.530,-0.090,-2.990,-7.25,1.44,0.88,26.77,296.6,3.4,3.36
18459,4.700,-1.780,-2.920,-7.94,1.00,0.31,26.77,296.6,20.7,5.81
18499,8.810,0.200,0.500,-8.12,3.81,-2.94,26.77,296.6,-1.3,8.83
18539,12.010,0.030,0.110,-8.81,1.25,-2.75,26.77,296.6,-0.1,12.01
18579,11.810,1.550,4.370,-6.31,5.19,-3.75,26.77,296.6,-7.5,12.69
18619,6.100,-1.280,-1.250,-8.12,0.25,-1.75,26.77,296.6,11.9,6.36
18659,6.890,-0.030,0.240,-8.50,1.12,-0.56,26.77,296.6,0.2,6.89
18699,8.940,-0.680,-2.160,-6.88,0.19,-0.81,26.77,296.6,4.3,9.22
18739,5.780,-0.720,0.340,-6.62,0.75,0.19,26.77,296.6,7.1,5.83
18779,14.380,-0.700,1.740,-9.44,-1.00,1.25,26.77,296.6,2.8,14.50
18819,10.080,0.980,1.740,-2.69,-1.94,0.25,26.77,296.6,-5.6,10.28
18859,11.600,-0.670,0.690,-7.44,-1.88,-0.31,26.77,296.6,3.3,11.64
18899,18.700,-0.710,2.050,-4.62,0.50,-0.31,26.77,296.6,2.2,18.83
18939,11.280,-1.830,-0.130,-12.25,9.19,1.19,26.65,303.4,9.2,11.43
18979,13.670,0.250,-1.840,-5.00,-3.06,-5.00,26.65,303.4,-1.0,13.80
19019,8.340,-1.380,-2.610,-6.88,0.69,-1.50,26.65,303.4,9.4,8.85
19059,10.830,-0.370,-0.430,-4.62,2.06,0.56,26.65,303.4,2.0,10.84
19099,11.050,-1.270,1.270,-5.00,3.38,-0.88,26.65,303.4,6.6,11.20
19139,10.470,-0.890,0.030,-5.88,0.81,0.50,26.65,303.4,4.9,10.51
19179,8.680,0.450,-2.180,-5.00,1.06,2.56,26.65,303.4,-3.0,8.96
19219,10.430,0.880,0.040,-4.94,3.06,0.69,26.65,303.4,-4.8,10.47
19259,8.650,0.040,-0.490,-4.19,0.88,-1.38,26.65,303.4,-0.3,8.66
19299,11.250,-0.130,1.570,-6.44,2.88,-0.19,26.65,303.4,0.7,11.36
19339,9.650,-0.730,0.660,-5.75,3.38,1.38,26.65,303.4,4.3,9.70
19379,7.440,0.680,-0.560,-7.88,1.44,-1.38,26.65,303.4,-5.2,7.49
19419,9.730,0.200,2.190,-5.44,2.56,-0.50,26.65,303.4,-1.2,9.98
19459,9.980,0.060,1.440,-7.19,2.31,0.62,26.65,303.4,-0.3,10.08
19499,13.530,-0.430,0.180,-5.56,-1.44,1.50,26.65,303.4,1.8,13.54
19539,5.320,0.240,1.290,-6.06,1.44,-0.75,26.65,303.4,-2.6,5.48
19579,8.960,0.430,0.620,-6.06,-1.50,0.56,26.65,303.4,-2.7,8.99
19619,10.800,0.170,1.180,-6.31,1.19,0.69,26.65,303.4,-0.9,10.87
19659,7.210,-0.450,-2.820,-5.31,-0.69,-0.69,26.65,303.4,3.6,7.75
19699,5.910,-0.240,0.080,-7.12,-3.75,-0.56,26.65,303.4,2.3,5.92
19739,11.220,-0.640,0.690,-6.19,0.00,0.62,26.65,303.4,3.3,11.26
19779,17.550,-0.900,-6.010,-6.50,-3.62,-0.69,26.65,303.4,2.9,18.57
19819,11.980,-3.970,3.260,-3.94,-4.56,-4.31,26.65,303.4,18.3,13.03
19859,12.170,4.080,-0.530,-7.69,5.12,2.31,26.65,303.4,-18.5,12.85
19899,6.890,3.110,4.950,-10.25,0.06,-3.88,26.65,303.4,-24.3,9.04
19939,10.560,-0.390,2.310,-7.56,-1.50,-0.12,26.21,309.5,2.1,10.82
19979,8.500,-0.340,2.890,-4.06,-5.12,3.38,26.21,309.5,2.3,8.98
20019,12.090,0.110,3.010,-5.06,-4.69,0.56,26.21,309.5,-0.5,12.46
20059,19.960,-0.800,1.110,-8.00,3.62,-0.38,26.21,309.5,2.3,20.01
20099,6.000,-1.690,-4.720,-6.56,4.25,1.19,26.21,309.5,15.7,7.82
20139,8.010,0.060,-1.300,-6.62,8.81,0.06,26.21,309.5,-0.4,8.12
20179,5.560,1.120,1.020,-10.88,4.81,0.06,26.21,309.5,-11.4,5.76
20219,8.680,2.980,-1.720,-4.19,-1.94,-0.06,26.21,309.5,-18.9,9.34
20259,11.120,1.790,0.090,-8.06,-0.12,0.94,26.21,309.5,-9.1,11.26
20299,9.280,-0.790,0.220,-6.81,0.75,3.69,26.21,309.5,4.9,9.32
20339,6.080,-0.830,1.330,-8.50,4.31,5.25,26.21,309.5,7.8,6.28
20379,10.730,-2.210,-0.930,-10.75,4.25,4.44,26.21,309.5,11.6,10.99
